發料單號,Name,色系名稱,色系編號,成品布號,OP否,DPF,機器規格,染缸容量KG,主泵轉數,帶布輪轉速,噴嘴大小,循環時間,總圈數,浴比,色號,是否有追加,標準樣L,L,CIE_DL,CMC_DL,標準樣a,a,CIE_Da,標準樣b,b,CIE_Db,標準樣C,C,CMC_DC,標準樣h,h,CMC_Dh,CMC_DE,配方料號1,配方濃度1,配方料號2,配方濃度2,配方料號3,配方濃度3,配方料號4,配方濃度4,配方料號5,配方濃度5,配方料號6,配方濃度6,配方料號7,配方濃度7
F9302-26032256,F9302-26032256,CO,6,SW-81294C0,Y,1.04167,Rapido-2,400,1400,1000,40*30,32.00,1217.38,6.61,A1605-26010038-2H,Y,22.08,21.42,-0.66,-0.51,2.64,2.16,-0.48,-4.10,-4.68,-0.57,4.88,5.15,0.29,302.81,294.82,-0.91,1.08,1384,1.4259,1578,1.2707,1191,0.5238,1722,0.08148,無,0,無,0,無,0
F9302-26032257,F9302-26032257,BK,7,SCK-587,Y,1.04167,Rapido-2,400,1350,1000,40*30,47.00,966.60,6.45,A1605-25050150-1B,Y,23.44,23.33,-0.11,-0.08,-1.38,-0.60,0.79,3.98,4.26,0.27,,4.30,0.09,,97.97,-1.05,1.06,1862,2.178,1191,0.513,1722,0.39,1391,0.0936,無,0,無,0,無,0
F9302-26032274,F9302-26032274,BK,7,SW-81294C0,Y,1.04167,Rapido-2,800,1400,1000,40*30,49.25,573.10,5.00,A1605-26010125-1E,N,18.66,18.90,0.24,0.20,0.18,0.14,-0.04,-2.64,-3.09,-0.44,2.65,3.09,0.55,273.83,272.59,-0.08,0.59,1862,3.072,1576,0.7872,1391,0.245,1142,0.11,無,0,無,0,無,0
F9302-26032281,F9302-26032281,BL,4,SCK-3814,N,2.08333,Rapido-2,400,1300,1050,30*40,64.50,327.52,5.00,A1605-21040233-2B,N,29.94,30.11,0.18,0.11,-2.01,-2.12,-0.11,-15.24,-15.06,0.19,,15.21,-0.12,,261.99,-0.14,0.21,1593,0.6384,1565,0.468,1724,0.2496,1430,0.09752,無,0,無,0,無,0
F9302-26032304,F9302-26032304,OL,4,SW-80082C0,Y,1.04167,Rapido-2,400,1400,1000,35*30,36.50,659.84,7.02,A1605-25120096-3C,N,35.51,35.03,-0.48,-0.27,-2.59,-2.37,0.22,7.37,7.98,0.61,7.81,8.32,0.47,109.36,106.52,-0.49,0.73,1576,0.6912,1142,0.26,1722,0.23,1391,0.09282,無,0,無,0,無,0
F9302-26032306,F9302-26032306,OL,5,SW-8965C0,Y,0.69444,Rapido-2,800,1300,1000,40*40,83.50,280.01,3.58,A1605-24090023-1C,N,29.67,31.29,1.61,1.01,-0.53,-0.35,0.19,5.40,5.82,0.43,,5.83,0.43,,93.43,-0.29,1.13,1578,0.504,1191,0.41412,1391,0.33321,1201,0.22695,無,0,無,0,無,0
F9302-26032307,F9302-26032307,OL,5,SW-8965C0,Y,0.69444,Rapido-2,800,1300,1000,40*40,81.75,378.89,3.54,A1605-24090023-1C,N,29.67,30.67,1.00,0.63,-0.53,-0.32,0.21,5.40,5.69,0.30,,5.70,0.29,,93.23,-0.31,0.76,1578,0.504,1191,0.41412,1391,0.33321,1201,0.22695,無,0,無,0,無,0
F9302-26032309,F9302-26032309,OL,5,SW-8965C0,Y,0.69444,Rapido-2,800,1300,1000,40*40,82.75,341.69,3.64,A1605-24090023-1C,N,29.67,30.76,1.09,0.68,-0.53,-0.30,0.23,5.40,5.52,0.13,,5.53,0.11,,93.15,-0.32,0.76,1578,0.504,1191,0.41412,1391,0.33321,1201,0.22695,無,0,無,0,無,0
F9302-26032316,F9302-26032316,WH,1,SK-1204,N,1.5625,Rapido-2,100,1200,1000,40*30,12.50,1934.72,9.68,A1605-23040106-1A,N,86.59,86.47,-0.12,-0.04,-0.94,-1.17,-0.22,9.54,9.36,-0.18,9.58,9.43,-0.13,95.65,97.11,0.31,0.34,1111,0.014,1310,0.007,1510,0.0042,無,0,無,0,無,0,無,0
F9302-26032326,F9302-26032326,BL,5,SW-8992C0,Y,1.04167,Rapido-2,400,1400,1000,45*30,33.50,820.42,6.99,A1605-26030025-1A,N,28.52,28.14,-0.38,-0.24,1.29,1.29,0.00,-8.23,-8.22,0.01,8.33,8.32,-0.01,278.91,278.94,0.01,0.24,1578,0.8064,1722,0.385,1430,0.04635,無,0,無,0,無,0,無,0
F9302-26032353,F9302-26032353,BK,3,SCK-250,N,1.04167,Rapido-2,200,1250,1000,30*30,61.00,313.75,8.33,A1605-23050026-1B,N,17.23,16.75,-0.48,-0.44,-0.51,-0.43,0.08,-2.22,-1.85,0.37,,1.90,-0.48,,256.82,-0.01,0.65,1862,2.346,1430,0.531,1578,0.51,1191,0.46656,無,0,無,0,無,0
F9302-26032366,F9302-26032366,GY,4,SCK-4131,N,2.08333,Rapido-2,400,刮毛1050,800,30*30,71.00,269.04,4.32,A1605-25030266-1A,N,28.70,26.55,-2.15,-1.38,-0.80,-0.86,-0.06,-0.54,-0.57,-0.02,,1.03,0.09,,213.49,-0.02,1.38,1578,0.605,1722,0.26,1191,0.23,1391,0.175,無,0,無,0,無,0
F9302-26032367,F9302-26032367,BK,7,SW-80379SC0,Y,1.04167,Rapido-2,800,1500,1100,45*40,43.50,694.69,4.15,A1605-25010099-1B,N,17.81,17.59,-0.22,-0.20,0.49,0.68,0.20,-1.52,-1.25,0.27,,1.42,-0.24,,298.63,0.40,0.50,1862,3.672,1724,0.4,1430,0.062,無,0,無,0,無,0,無,0
F9302-26032368,F9302-26032368,BL,4,SCK-3814,N,2.08333,Rapido-2,400,1300,1100,30*40,47.50,563.54,6.67,A1605-21040233-2B,N,29.94,30.20,0.27,0.17,-2.01,-2.12,-0.10,-15.24,-15.12,0.12,,15.27,-0.07,,262.03,-0.13,0.22,1593,0.6384,1565,0.468,1724,0.2496,1430,0.09752,無,0,無,0,無,0
F9302-26032418,F9302-26032418,BK,5,SCK-3574,N,1.04167,Rapido-2,300,1400,1000,40*40,53.00,745.45,5.08,A1605-23040025-7B1,Y,20.43,20.51,0.08,0.06,0.76,0.20,-0.56,-1.69,-2.08,-0.38,,2.09,0.30,,275.55,-0.87,0.93,1588,0.45,1862,0.16,1430,0.08,無,0,無,0,無,0,無,0
F9302-26032422,F9302-26032422,GR,7,SW-80779C0,Y,1.04167,Rapido-2,800,1350,1050,35*30(2025/12/12),64.75,599.54,4.33,A1605-25080195-1A,N,28.23,27.46,-0.77,-0.50,-18.00,-17.65,0.34,-4.04,-3.97,0.08,,18.09,-0.22,,192.67,0.00,0.55,1576,1.012,1565,1,1588,0.78,1191,0.546,無,0,無,0,無,0
F9302-26032441,F9302-26032441,BK,7,SW-80352C01,Y,0.69444,Rapido-2,400,1200,950,25*20(2025/11/27),57.50,442.80,9.64,A1605-25050127-1A,N,18.39,17.09,-1.29,-1.14,1.13,0.92,-0.21,-0.26,-0.38,-0.11,,0.99,-0.23,,337.62,-0.24,1.19,1862,3.29,1722,0.6758,1391,0.168,1191,0.075,無,0,無,0,無,0
F9302-26032442,F9302-26032442,WH,3,SCK-4186,N,1.04167,Rapido-2,400,1250,1000,(30*30下走),60.50,366.40,7.48,A1605-23100054-2B,N,89.59,90.79,1.20,0.42,0.36,0.34,-0.02,6.28,7.02,0.75,,7.03,0.74,,87.25,0.09,0.86,1111,0.007259,1310,0.00486,1510,0.001792,無,0,無,0,無,0,無,0
F9302-26032444,F9302-26032444,BK,3,SW-80182C0,Y,1.04167,Rapido-2,400,1400,1000,40*40,55.00,950.25,6.03,A1605-23050048-1B,N,16.57,18.16,1.59,1.52,-0.22,-0.07,0.15,-2.73,-2.92,-0.18,,2.92,0.22,,268.59,0.21,1.55,1862,2.7,1578,0.16,1722,0.124,1430,0.006375,無,0,無,0,無,0
F9302-26032483,F9302-26032483,WH,3,SCK-4186,N,1.04167,Rapido-2,400,1250,1000,(30*30下走),61.50,395.63,7.48,A1605-23100054-2B,N,90.10,90.63,0.53,0.18,0.39,0.31,-0.08,5.90,6.70,0.81,,6.71,0.81,,87.34,0.17,0.85,1111,0.007259,1310,0.00486,1510,0.001792,無,0,無,0,無,0,無,0
F9302-26032493,F9302-26032493,GY,3,SCK-818,N,0.59524,Rapido-2,400,1250,1050,35*30,51.50,393.48,5.03,1803086-1D,N,77.77,77.35,-0.42,-0.16,-0.08,0.16,0.24,-2.37,-2.52,-0.14,,2.52,0.19,,273.58,0.32,0.40,1530,0.02668,1400,0.01612,1181,0.007695,無,0,無,0,無,0,無,0
F9302-26032521,F9302-26032521,BK,7,SW-80337,N,1.04167,Rapido-2,100,1250,1000,25*30,14.50,1026.69,8.00,A1605-26030032-1B,N,18.02,17.95,-0.07,-0.06,0.33,0.41,0.08,-1.93,-1.91,0.03,1.96,1.95,-0.01,279.77,282.25,0.12,0.13,1862,3.2,1430,0.51,1142,0.27,無,0,無,0,無,0,無,0
F9302-26032539,F9302-26032539,OL,5,SW-8965C0,Y,0.69444,Rapido-2,800,1300,1000,40*40,82.75,311.56,3.61,A1605-24090023-1C,N,29.67,30.92,1.25,0.78,-0.53,-0.28,0.26,5.40,5.58,0.18,,5.58,0.17,,92.85,-0.36,0.88,1578,0.504,1191,0.41412,1391,0.33321,1201,0.22695,無,0,無,0,無,0
F9302-26032540,F9302-26032540,GY,1,SW-80087C0,Y,1.04167,Rapido-2,400,1400,1000,40*30,104.50,189.98,3.72,A1605-25120210-2E,N,77.93,77.77,-0.17,-0.06,-1.28,-1.47,-0.19,-6.52,-7.11,-0.59,6.64,7.26,0.60,258.91,258.33,-0.09,0.61,1510,0.024,1310,0.0155,1111,0.0065,無,0,無,0,無,0,無,0
F9302-26032561,F9302-26032561,GY,4,SW-80352C01,Y,0.69444,Rapido-2,400,1200,950,25*20(2025/11/27),59.50,383.39,7.23,A1605-25070094-1A,N,31.80,30.33,-1.46,-0.88,-0.15,0.04,0.19,-7.47,-7.63,-0.16,7.47,7.63,0.15,268.87,270.32,0.26,0.93,1578,0.688,1391,0.2888,1191,0.1632,1722,0.1056,無,0,無,0,無,0
F9302-26032563,F9302-26032563,OL,5,SW-8965C0,Y,0.69444,Rapido-2,800,1300,1000,40*40,82.75,306.45,3.63,A1605-24090023-1C,N,29.67,31.12,1.44,0.90,-0.53,-0.36,0.18,5.40,5.79,0.39,,5.80,0.39,,93.52,-0.28,1.02,1578,0.504,1191,0.41412,1391,0.33321,1201,0.22695,無,0,無,0,無,0
F9302-26032608,F9302-26032608,BK,3,SCK-3716,N,1.04167,Rapido-2,400,1250,1000,35*40,35.00,786.09,6.67,A1605-21040077-2A,N,16.54,16.26,-0.28,-0.27,0.56,0.65,0.09,-1.41,-1.06,0.34,,1.25,-0.37,,301.33,0.32,0.56,1862,3.35,1722,0.72,1588,0.315,1430,0.147,無,0,無,0,無,0
F9302-26032619,F9302-26032619,BK,7,SW-80242C0,Y,1.04167,Rapido-2,400,1300,1100,35*30,65.00,522.49,4.41,A1605-26010123-1D,N,17.95,17.84,-0.11,-0.10,0.28,0.20,-0.08,-2.28,-2.50,-0.21,2.30,2.50,0.26,276.98,274.62,-0.13,0.31,1862,3.395,1863,0.776,1391,0.0776,1191,0.0485,無,0,無,0,無,0
F9302-26032647,F9302-26032647,BK,3,SCK-3642,N,1.04167,Conveyor-1,300,88,270,140,480.00,36.98,3.35,1911198-2A,N,15.26,14.46,-0.80,-0.78,0.48,0.21,-0.27,-1.17,-1.28,-0.11,,1.30,0.04,,279.47,-0.41,0.89,1862,2.15,1724,0.737,1430,0.21,無,0,無,0,無,0,無,0
F9302-26032652,F9302-26032652,GY,3,SCK-818,N,0.59524,Rapido-2,400,1250,1050,35*30,50.00,363.84,5.03,1803086-1D,N,77.77,77.26,-0.51,-0.19,-0.08,-0.12,-0.04,-2.37,-2.40,-0.03,,2.40,0.03,,267.19,-0.05,0.20,1530,0.02668,1400,0.015965,1181,0.007776,無,0,無,0,無,0,無,0
F9302-26032663,F9302-26032663,BL,3,SW-80427C0,Y,1.04167,Rapido-2,200,1350,1000,40*30,75.00,364.21,4.44,A1605-25120027-3C,N,41.47,40.72,-0.75,-0.38,-3.43,-3.60,-0.16,-12.49,-12.31,0.18,12.95,12.82,-0.10,254.62,253.70,-0.23,0.46,1576,0.64,1722,0.0553,1191,0.032239,1391,0.009785,無,0,無,0,無,0
F9302-26032665,F9302-26032665,BK,3,SCK-3883,Y,1.04167,Rapido-2,400,1250,1000,35*40,83.00,297.08,3.43,A1605-21050131-12A,N,16.79,17.04,0.25,0.24,0.39,0.59,0.19,-1.44,-1.48,-0.04,,1.59,0.14,,291.63,0.24,0.36,1862,3.7,1722,0.455,1848,0.4,1588,0.28,1391,0.1,無,0,無,0
F9302-26032666,F9302-26032666,BR,5,SW-80074C0,Y,1.04167,Rapido-2,100,1400,1000,45*40,10.00,3241.70,8.62,A1605-26020096-1A,N,28.24,27.30,-0.94,-0.61,2.03,1.89,-0.14,5.06,4.80,-0.25,5.45,5.16,-0.30,68.16,68.53,0.05,0.68,1578,0.79,1722,0.55,1191,0.437,1430,0.32,無,0,無,0,無,0
F9302-26032667,F9302-26032667,TQ,7,SCK-587,Y,1.04167,Rapido-2,50,1200,900,35*30,6.50,4466.62,7.89,A1605-25050150-2A,Y,42.16,40.66,-1.49,-0.75,-8.82,-7.66,1.15,-38.04,-39.41,-1.38,39.05,40.15,0.48,256.95,259.00,0.96,1.31,1589,2.2,1567,1,1585,1,1191,0.012,無,0,無,0,無,0
F9302-26032688,F9302-26032688,WH,3,SCK-4186,N,1.04167,Rapido-2,400,1250,1000,(30*30下走),60.00,374.30,7.48,A1605-23100054-2B,N,90.10,90.81,0.71,0.25,0.39,0.42,0.03,5.90,6.73,0.83,,6.74,0.84,,86.42,0.03,0.88,1111,0.007259,1310,0.00486,1510,0.001792,無,0,無,0,無,0,無,0
F9302-26032696,F9302-26032696,GY,3,SCK-818,N,0.59524,Rapido-2,400,1250,1050,35*30,48.00,303.69,5.19,1803086-1D,N,77.77,76.83,-0.94,-0.35,-0.08,0.02,0.10,-2.37,-2.52,-0.14,,2.52,0.18,,270.53,0.14,0.42,1530,0.02668,1400,0.015965,1181,0.007776,無,0,無,0,無,0,無,0
F9302-26032735,F9302-26032735,OR,4,SW-80082C0,Y,1.04167,Rapido-2,400,1400,1000,35*30,35.50,829.30,7.27,A1605-25120096-1E,N,56.48,54.96,-1.52,-0.66,52.69,48.65,-4.04,49.16,46.26,-2.90,72.06,67.14,-1.64,43.01,43.55,0.49,1.83,1142,0.5035,1360,0.437,1353,0.2375,1082,0.19,無,0,無,0,無,0
F9302-26032776,F9302-26032776,BK,3,SCK-250,N,1.04167,Rapido-2,200,1250,1000,30*30,59.00,929.31,8.47,A1605-23050026-1BG,Y,17.23,17.51,0.28,0.26,-0.51,-0.20,0.31,-2.22,-1.63,0.59,,1.64,-0.82,,262.94,0.26,0.90,1862,0.23,1430,0.0295,1578,0.0255,1191,0.0243,無,0,無,0,無,0
F9302-26032780,F9302-26032780,BL,1,SCK-3883,Y,1.04167,Rapido-2,400,1250,1000,35*40,41.50,877.57,7.02,A1605-25030152-1A,N,82.40,82.12,-0.27,-0.10,-12.27,-12.38,-0.12,-6.30,-6.26,0.04,13.79,13.88,0.06,207.18,206.83,-0.08,0.14,1580,0.019082,1565,0.013802,1191,0.002369,無,0,無,0,無,0,無,0
F9302-26032856,F9302-26032856,RE,7,SK-548C0,N,1.25,Rapido-2,400,1250,1000,25*30(120),69.50,414.89,8.89,A1605-25120117-6B,N,39.05,38.62,-0.42,-0.22,55.80,56.39,0.59,25.94,26.37,0.43,61.53,62.25,0.25,24.93,25.06,0.09,0.35,1384,2.3,1353,1.9,1142,0.19,1430,0.035,無,0,無,0,無,0
F9302-26032859,F9302-26032859,GY,3,SW-80427C0,Y,1.04167,Rapido-2,200,1350,1000,40*30,76.00,810.00,4.58,A1605-25120027-4C,N,48.64,47.54,-1.10,-0.51,0.03,-0.72,-0.74,1.56,1.68,0.12,1.56,1.82,0.36,88.96,113.12,0.98,1.17,1565,0.275,1391,0.2,1191,0.1442,無,0,無,0,無,0,無,0
F9302-26032865,F9302-26032865,OL,5,SK-1085,N,0.52083,Rapido-2,400,1100,600,45*40,99.50,218.52,5.00,A1605-25030054-3C,N,39.98,39.98,0.00,0.00,-10.03,-10.13,-0.09,4.21,4.11,-0.10,,10.93,0.04,,157.90,0.13,0.14,1576,0.665,1191,0.252,1201,0.181,1580,0.14,無,0,無,0,無,0
F9302-26032876,F9302-26032876,BK,3,SCK-3894,N,1.5625,Rapido-2,400,1250,1000,40*30限上走,49.50,584.42,5.67,A1605-21120005-1A,N,15.55,15.14,-0.41,-0.40,0.37,0.34,-0.03,-0.18,-0.57,-0.39,,0.66,0.37,,300.67,-0.45,0.71,1862,2.73,1722,0.651,1588,0.455,1430,0.212,1191,0.111,無,0,無,0
F9302-26032878,F9302-26032878,GY,4,SCK-4131,N,2.08333,Rapido-2,400,刮毛1050,800,30*30,126.50,205.98,3.38,A1605-25030266-1A1,Y,28.70,26.83,-1.87,-1.20,-0.80,-0.38,0.43,-0.54,-1.09,-0.54,,1.15,0.26,,250.97,0.96,1.56,1391,0.135,1578,0.13,1191,0.044,1722,0.025,無,0,無,0,無,0
F9302-26032879,F9302-26032879,BL,3,SK-1085,N,0.52083,Rapido-2,400,1100,600,45*40,57.00,325.30,7.14,A1605-25030054-8A,N,75.23,75.33,0.10,0.04,-5.29,-5.15,0.14,-0.73,-0.24,0.49,5.34,5.15,-0.19,187.85,182.69,-0.57,0.60,1565,0.0432,1724,0.03531,1580,0.00747,無,0,無,0,無,0,無,0
F9302-26032881,F9302-26032881,WH,1,SCK-4514,N,0.69444,Rapido-2,400,1200,950,35*40(2025/12/23),67.00,368.96,5.00,A1605-25080218-2A,N,89.58,89.62,0.05,0.02,0.23,0.01,-0.22,5.94,5.55,-0.39,5.94,5.55,-0.40,87.75,89.91,0.30,0.50,1111,0.008686,1310,0.006174,1510,0.0028,無,0,無,0,無,0,無,0
F9302-26032886,F9302-26032886,BK,6,SCK-479SAM,N,1.04167,Rapido-2,50,1350,1000,40*30,6.00,4070.17,7.89,A1605-25030198-2B,N,16.89,16.23,-0.66,-0.62,-0.04,0.09,0.13,-2.85,-2.40,0.45,2.85,2.40,-0.56,269.14,272.10,0.18,0.85,1862,3.45,1430,0.3705,1191,0.147,無,0,無,0,無,0,無,0
F9302-26032899,F9302-26032899,GY,1,SW-80779C0,Y,1.04167,Rapido-2,800,1350,1050,35*30(2025/12/12),66.00,623.48,4.37,A1605-25080195-2A,Y,78.06,77.44,-0.63,-0.23,-1.17,-1.48,-0.31,3.59,3.25,-0.34,3.77,3.57,-0.23,108.07,114.49,0.53,0.62,1111,0.0245,1310,0.021948,1510,0.0192,無,0,無,0,無,0,無,0
F9302-26032908,F9302-26032908,BK,3,SCK-3642,N,1.04167,Conveyor-1,300,88,270,140,484.00,36.49,3.33,1911198-2A,N,15.26,14.51,-0.75,-0.74,0.48,0.29,-0.19,-1.17,-1.07,0.10,,1.11,-0.22,,285.12,-0.21,0.80,1862,2.15,1724,0.737,1430,0.21,無,0,無,0,無,0,無,0
F9302-26032914,F9302-26032914,BK,3,SCK-3642,N,1.04167,Conveyor-1,300,88,270,140,480.00,56.52,3.35,1911198-2A,N,15.26,14.24,-1.02,-1.00,0.48,0.40,-0.08,-1.17,-1.24,-0.06,,1.30,0.04,,287.98,-0.14,1.01,1862,2.15,1724,0.737,1430,0.21,無,0,無,0,無,0,無,0
F9302-26032919,F9302-26032919,WH,3,SCK-4186,N,1.04167,Rapido-2,400,1250,1000,(30*30下走),62.50,332.46,7.48,A1605-23100054-2B,N,90.10,90.68,0.58,0.20,0.39,0.40,0.01,5.90,6.84,0.95,,6.86,0.96,,86.64,0.07,0.98,1111,0.007259,1310,0.00486,1510,0.001792,無,0,無,0,無,0,無,0
F9302-26032926,F9302-26032926,PI,1,SK-1189C0,N,0.69444,Rapido-2,400,1100,800,25*20,69.00,481.49,10.17,A1605-25020029-2D,Y,85.09,84.68,-0.41,-0.15,7.77,7.69,-0.08,-4.89,-5.66,-0.77,9.18,9.55,0.32,327.83,323.66,-0.80,0.87,1310,0.02392,1510,0.008436,1111,0.001605,無,0,無,0,無,0,無,0
F9302-26032935,F9302-26032935,BK,3,SCK-3894,N,1.5625,Rapido-1,600,1250,1000,40*30限上走,84.00,337.48,4.50,A1605-21120005-1A,N,15.55,15.46,-0.10,-0.09,0.37,0.37,0.01,-0.18,-0.43,-0.25,,0.57,0.24,,310.90,-0.29,0.39,1862,2.73,1722,0.651,1588,0.434,1430,0.19875,1191,0.111,無,0,無,0
F9302-26032936,F9302-26032936,GR,7,SW-80779C0,Y,1.04167,Rapido-2,800,1350,1050,35*30(2025/12/12),64.00,647.28,4.37,A1605-25080195-1A,N,28.23,27.90,-0.34,-0.22,-18.00,-17.88,0.11,-4.04,-3.95,0.09,,18.32,-0.08,,192.46,-0.05,0.24,1576,1.012,1565,1,1588,0.78,1191,0.546,無,0,無,0,無,0
F9302-26032942,F9302-26032942,WH,3,SK-1085,N,0.52083,Rapido-2,400,1100,600,45*40,59.50,238.39,7.14,A1605-25050130-1A,N,91.50,91.42,-0.07,-0.03,-1.66,-1.94,-0.27,6.20,5.94,-0.27,,6.24,-0.18,,108.05,0.43,0.47,1111,0.009,1310,0.003565,1510,0.0027,無,0,無,0,無,0,無,0
F9302-26032962,F9302-26032962,GY,1,SW-80779C0,Y,1.04167,Rapido-2,800,1350,1050,35*30(2025/12/12),54.75,813.77,5.46,A1605-25080195-2A,Y,78.06,77.95,-0.12,-0.04,-1.17,-1.54,-0.37,3.59,3.47,-0.12,3.77,3.80,0.03,108.07,113.94,0.50,0.50,1111,0.0245,1310,0.021948,1510,0.0192,無,0,無,0,無,0,無,0
F9302-26032971,F9302-26032971,BR,5,SW-80379SC0,Y,1.04167,Rapido-2,400,1500,1100,45*40,42.00,761.07,4.96,A1605-26010099-2B1,N,24.61,25.46,0.86,0.61,3.86,4.17,0.31,6.25,6.42,0.16,7.35,7.65,0.28,58.32,57.01,-0.31,0.74,1722,0.13,1576,0.125,1191,0.11,1391,0.11,無,0,無,0,無,0
F9302-26032985,F9302-26032985,RE,6,SCK-3883,Y,1.04167,Rapido-2,100,1250,1000,30*4,14.00,1945.14,7.89,A1605-25040126-1A,Y,45.53,46.38,0.85,0.41,60.30,61.23,0.93,28.90,29.79,0.89,66.87,68.09,0.42,25.60,25.94,0.25,0.64,1362,2.268,1351,1.02,1201,0.22155,無,0,無,0,無,0,無,0
F9302-26033008,F9302-26033008,OL,3,SCK-4482,Y,0.69444,Rapido-2,200,1200,900,25*30(2525/12/23),48.00,468.83,8.89,A1605-25090159-3A,N,46.00,43.85,-2.15,-1.03,-10.59,-10.46,0.14,0.51,0.72,0.21,10.61,10.48,-0.10,177.25,176.06,-0.23,1.06,1576,0.582,1191,0.178,1588,0.106,1201,0.084975,無,0,無,0,無,0
F9302-26033010,F9302-26033010,RE,7,SK-548C0,N,1.25,Rapido-2,200,1250,1000,25*30(120),62.00,424.89,10.00,A1605-25120117-5A,N,34.67,34.64,-0.04,-0.02,49.55,49.55,0.00,24.16,23.40,-0.76,55.13,54.80,-0.12,26.00,25.28,-0.46,0.48,1384,2.8,1142,0.5871,1430,0.38,1350,0.33,無,0,無,0,無,0
F9302-26033018,F9302-26033018,BK,7,SK-548C0,N,1.25,Conveyor-1,300,85,270,25*30(120),479.00,57.21,8.00,A1605-25120117-4A,N,16.01,15.77,-0.24,-0.23,0.43,0.22,-0.21,-2.12,-2.23,-0.11,2.17,2.24,0.09,281.40,275.56,-0.30,0.39,1862,3.465,1391,0.4,1863,0.35,1191,0.13,無,0,無,0,無,0
