成品布號,色系名稱,色系編號,OP否,DPF,標準樣L,L,CIE_DL,標準樣a,a,CIE_Da,標準樣b,b,CIE_Db,標準樣C,C,標準樣h,h,CMC_DE,配方料號1,配方濃度1,配方料號2,配方濃度2,配方料號3,配方濃度3,配方料號4,配方濃度4,配方料號5,配方濃度5,配方料號6,配方濃度6
SCK-2426,BR,2,N,1.04,52.87,51.87,-0.99,1.28,1.01,-0.28,7.72,6.74,-0.99,,,,,1.05,1576,0.18,1201,0.065,1142,0.06,1430,0.06,無,0,無,0
SCK-2426,BR,2,N,1.04,52.87,52.26,-0.61,1.28,1.1,-0.18,7.72,6.93,-0.79,,,,,0.8,1576,0.175,1142,0.065,1201,0.065,1430,0.06,無,0,無,0
SCK-2426,BR,2,N,1.04,52.87,52.4,-0.47,1.28,1.16,-0.12,7.72,6.99,-0.73,,,,,0.71,1576,0.175,1142,0.065,1201,0.065,1430,0.06,無,0,無,0
SCK-2426,BR,2,N,1.04,52.87,52.92,0.05,1.28,1.23,-0.05,7.72,7.53,-0.19,,,,,0.18,1576,0.175,1142,0.065,1201,0.065,1430,0.06,無,0,無,0
SCK-2426,BR,2,N,1.04,52.87,52.76,-0.11,1.28,1.22,-0.07,7.72,7.84,0.12,,,,,0.16,1576,0.175,1142,0.065,1201,0.065,1430,0.06,無,0,無,0
SCK-2426,BR,2,N,1.04,52.87,52.82,-0.04,1.28,1.4,0.11,7.72,7.6,-0.12,,,,,0.22,1576,0.175,1142,0.065,1201,0.065,1430,0.06,無,0,無,0
SCK-3344,WH,0,N,1.04,97.23,97.64,0.16,2.7,2.35,-0.21,-9.07,-7.89,0.69,,8.23,,286.57,0.63,1042,0.07,無,0,無,0,無,0,無,0,無,0
SCK-3344,WH,0,N,1.04,97.23,97.4,-0.08,2.7,2.52,-0.04,-9.07,-8.84,-0.25,,9.19,,285.9,0.26,1042,0.07,1053,0.01,無,0,無,0,無,0,無,0
SCK-3344,WH,0,N,1.04,97.23,96.68,-0.55,2.7,2.25,-0.45,-9.07,-7.71,1.36,,8.03,,286.3,1.24,1042,0.05,1053,0.01,無,0,無,0,無,0,無,0
SCK-3344,WH,0,N,1.04,97.23,96.73,-0.5,2.7,2.62,-0.08,-9.07,-9.2,-0.13,,9.57,,285.91,0.25,1042,0.07,1053,0.015,無,0,無,0,無,0,無,0
SCK-3344,WH,0,N,1.04,97.23,97.52,0.04,2.7,2.46,-0.1,-9.07,-8.67,-0.08,,9.01,,285.84,0.17,1042,0.063,1053,0.0135,無,0,無,0,無,0,無,0
SCK-3553AM1ST,BR,4,N,1.04,65.19,65.92,0.72,11.28,10.87,-0.41,41.36,42.52,1.16,,,,,0.78,1142,0.19,1201,0.095,1430,0.045,1565,0.014,無,0,無,0
SCK-3553AM1ST,BR,4,N,1.04,65.19,65.87,0.68,11.28,10.75,-0.52,41.36,42.55,1.19,,,,,0.85,1142,0.19,1201,0.095,1430,0.05,1565,0.015,無,0,無,0
SCK-3553AM1ST,BR,4,N,1.04,65.19,65.08,-0.12,11.28,11.05,-0.23,41.36,41.57,0.21,,,,,0.24,1142,0.19,1201,0.095,1430,0.05,1565,0.0148,無,0,無,0
SCK-3553AM1ST,BR,4,N,1.04,65.19,64.92,-0.27,11.28,11.25,-0.03,41.36,41.39,0.03,,,,,0.11,1142,0.19,1201,0.095,1430,0.05,1565,0.0145,無,0,無,0
SCK-3553AM1ST,BR,4,N,1.04,46.53,47.94,1.42,10.61,10.88,0.27,11.01,11.6,0.59,,,,,0.87,1430,0.23,1191,0.19,1724,0.17,1576,0.14,無,0,無,0
SCK-3553AM1ST,BR,4,N,1.04,46.53,47.38,0.86,10.61,10.64,0.02,11.01,11.77,0.76,,,,,0.98,1430,0.24,1191,0.2,1724,0.178,1576,0.15,無,0,無,0
SCK-3553AM1ST,BR,4,N,1.04,46.53,46.48,-0.04,10.61,10.62,0.01,11.01,11.6,0.59,,,,,0.7,1430,0.253,1191,0.21,1724,0.187,1576,0.16,無,0,無,0
SCK-3553AM1ST,BR,4,N,1.04,46.53,46.46,-0.07,10.61,10.63,0.02,11.01,10.94,-0.07,,,,,0.1,1430,0.253,1191,0.2,1724,0.187,1576,0.16,無,0,無,0
SCK-3553AM1ST,GR,3,N,1.04,60.11,60.4,0.28,-7.22,-7.44,-0.22,4.57,4.55,-0.02,,,,,0.24,1565,0.132,1191,0.058,1201,0.0253,1430,0.0245,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,83.38,0.2,-9.08,-8.86,0.21,-8.3,-7.27,1.03,,11.46,,219.37,0.91,1580,0.048,1310,0.0089,1111,0.0035,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,83.34,0.16,-9.08,-9.12,-0.05,-8.3,-8.64,-0.34,,12.56,,223.43,0.3,1580,0.05,1310,0.008,1111,0.002,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,83.24,0.06,-9.08,-9.24,-0.16,-8.3,-8.37,-0.07,,12.47,,222.18,0.14,1580,0.05,1310,0.008,1111,0.0022,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,83.04,-0.14,-9.08,-9.37,-0.29,-8.3,-8.11,0.19,,12.39,,220.87,0.36,1580,0.052,1310,0.0089,1111,0.0035,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,83.15,-0.03,-9.08,-9.52,-0.44,-8.3,-8.02,0.28,,12.44,,220.11,0.53,1580,0.052,1310,0.0085,1111,0.0035,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,82.78,-0.4,-9.08,-9.28,-0.2,-8.3,-8.09,0.21,,12.31,,221.09,0.33,1580,0.052,1310,0.0089,1111,0.0033,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,83.33,0.15,-9.08,-9.01,0.07,-8.3,-7.98,0.32,,12.03,,221.52,0.29,1580,0.05,1310,0.0085,1111,0.003,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,82.99,-0.19,-9.08,-9.39,-0.32,-8.3,-8.16,0.14,,12.44,,220.99,0.35,1580,0.05,1310,0.008,1111,0.0025,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,83.32,0.14,-9.08,-9.43,-0.35,-8.3,-8.09,0.21,,12.42,,220.64,0.41,1580,0.0515,1310,0.008,1111,0.0028,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,83.23,0.05,-9.08,-9.61,-0.54,-8.3,-8.58,-0.28,,12.88,,221.74,0.47,1580,0.0515,1310,0.008,1111,0.0025,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,83.37,0.19,-9.08,-9.31,-0.24,-8.3,-8.65,-0.35,,12.71,,222.88,0.33,1580,0.0515,1310,0.008,1111,0.0022,無,0,無,0,無,0
SCK-3928,BL,1,N,1.04,83.18,83.27,0.09,-9.08,-9.21,-0.13,-8.3,-8.36,-0.07,,12.44,,222.25,0.12,1580,0.05,1310,0.008,1111,0.0022,無,0,無,0,無,0
SCK-3415,TQ,5,N,2.5,24.59,24.92,0.33,-1.54,-1.19,0.35,-12.42,-13.08,-0.65,,,,,0.72,1578,0.85,1862,0.7,1391,0.15,1191,0.017,無,0,無,0
SCK-3415,TQ,5,N,2.5,24.59,24.49,-0.1,-1.54,-1.3,0.24,-12.42,-12.78,-0.36,,,,,0.42,1578,0.85,1862,0.7,1391,0.15,1191,0.0185,無,0,無,0
SCK-3415,TQ,5,N,2.5,24.59,24.67,0.08,-1.54,-1.33,0.21,-12.42,-12.8,-0.37,,,,,0.4,1578,0.85,1862,0.7,1391,0.14,1191,0.0185,無,0,無,0
SCK-3415,TQ,5,N,2.5,24.59,24.65,-0.14,-1.54,-1.46,0.16,-12.42,-12.44,0.05,,,,,0.21,1578,0.9,1862,0.72,1391,0.15,1191,0.0195,無,0,無,0
SCK-3415,GY,1,N,2.5,73.71,73.86,0.15,-1.13,-1.06,0.08,-3.74,-3.72,0.02,,,,,0.11,1510,0.032,1310,0.028,1111,0.023,無,0,無,0,無,0
SCK-3415,GR,1,N,2.5,77.28,77.08,-0.21,-13.13,-12.85,0.28,17.38,17.67,0.28,,,,,0.32,1565,0.032,1142,0.026,1201,0.005,無,0,無,0,無,0
SCK-3415,GR,1,N,2.5,77.28,76.75,-0.53,-13.13,-13.12,0,17.38,17.85,0.47,,,,,0.37,1565,0.029,1142,0.024,1201,0.005,無,0,無,0,無,0
SCK-3415,GR,1,N,2.5,77.28,76.78,-0.51,-13.13,-13.38,-0.26,17.38,18.21,0.83,,,,,0.56,1565,0.027,1142,0.025,1201,0.0045,無,0,無,0,無,0
SCK-3415,GR,1,N,2.5,77.28,77.21,-0.07,-13.13,-13.07,0.06,17.38,17.77,0.39,,,,,0.27,1565,0.038,1142,0.025,1201,0.005,無,0,無,0,無,0
SCK-3415,GR,1,N,2.5,77.28,77.08,-0.2,-13.13,-13.01,0.12,17.38,17.69,0.3,,,,,0.25,1565,0.029,1142,0.025,1201,0.005,無,0,無,0,無,0
SK-1133C0,PU,2,N,0.83,68.29,67.91,-0.38,5.53,5.34,-0.19,-26.68,-25.6,1.09,,,,,0.6,1580,0.112,1681,0.053,1391,0.027,無,0,無,0,無,0
SK-1133C0,PU,2,N,0.83,68.29,68.3,0.01,5.53,4.35,-1.18,-26.68,-25.96,0.73,,,,,1.07,1580,0.1,1681,0.04,1391,0.022,無,0,無,0,無,0
SK-1133C0,PU,2,N,0.83,68.29,67.19,-1.09,5.53,4.69,-0.84,-26.68,-26.77,-0.08,,,,,0.89,1580,0.11,1681,0.05,1391,0.024,無,0,無,0,無,0
SK-1133C0,PU,2,N,0.83,68.29,67.84,-0.45,5.53,5.32,-0.21,-26.68,-25.68,1.01,,,,,0.57,1580,0.12,1681,0.055,1391,0.026,無,0,無,0,無,0
SK-1133C0,PU,2,N,0.83,68.29,67.54,-0.75,5.53,5.57,0.04,-26.68,-25.55,1.14,,,,,0.69,1580,0.11,1681,0.052,1391,0.027,無,0,無,0,無,0
SK-1133C0,PU,2,N,0.83,68.29,67.87,-0.42,5.53,5.33,-0.2,-26.68,-25.68,1.01,,,,,0.56,1580,0.11,1681,0.052,1391,0.028,無,0,無,0,無,0
SK-1133C0,GR,2,N,0.83,80.4,77.8,-2.6,-7.7,-6.95,0.76,12.1,12.42,0.32,,,,,1.24,1111,0.108,1510,0.05,1310,0.039,無,0,無,0,無,0
SK-1133C0,GR,2,N,0.83,80.4,77.82,-2.58,-7.7,-7.54,0.17,12.1,12.31,0.2,,,,,0.98,1111,0.038,1510,0.03,1310,0.02,無,0,無,0,無,0
SK-1133C0,GR,2,N,0.83,80.4,77.87,-2.53,-7.7,-8.18,-0.47,12.1,12.55,0.44,,,,,1.04,1111,0.032,1510,0.025,1310,0.016,無,0,無,0,無,0
SK-1133C0,GR,2,N,0.83,80.4,77.83,-2.58,-7.7,-7.53,0.17,12.1,12.29,0.18,,,,,0.98,1111,0.097,1510,0.046,1310,0.0324,無,0,無,0,無,0
SK-1133C0,GR,2,N,0.83,80.4,77.92,-2.48,-7.7,-8.17,-0.47,12.1,12.56,0.45,,,,,1.03,1111,0.092,1510,0.0433,1310,0.0305,無,0,無,0,無,0
SK-1133C0,GR,2,N,0.83,80.4,78.72,-1.68,-7.7,-8.74,-1.03,12.1,12.83,0.73,,,,,1.13,1111,0.09,1510,0.0433,1310,0.0315,無,0,無,0,無,0
SK-1133C0,GR,2,N,0.83,80.4,79.5,-0.91,-7.7,-8.64,-0.93,12.1,12.7,0.6,,,,,0.9,1111,0.086,1510,0.0415,1310,0.031,無,0,無,0,無,0
SK-1133C0,GR,2,N,0.83,80.4,79.81,-0.59,-7.7,-7.76,-0.06,12.1,12.2,0.1,,,,,0.23,1111,0.086,1510,0.043,1310,0.033,無,0,無,0,無,0
SK-1133C0,KH,2,N,0.83,64.19,61.23,-2.96,3.76,3.83,0.07,5.38,5.16,-0.23,,,,,1.25,1576,0.096,1430,0.044,1142,0.035,1722,0.0327,無,0,無,0
SK-1133C0,KH,2,N,0.83,64.19,63.79,-0.4,3.76,3.68,-0.08,5.38,5.58,0.19,,,,,0.36,1576,0.08,1430,0.037,1142,0.03,1722,0.027,無,0,無,0
SW-80352C01,BK,7,Y,0.69,17.61,17.89,0.28,1.02,0.99,-0.03,0.01,-0.15,-0.15,,,,,0.34,1862,3,1722,0.59,1391,0.23,1191,0.07,無,0,無,0
SW-80352C01,BK,7,Y,0.69,17.61,17.03,-0.58,1.02,1.17,0.15,0.01,0.16,0.15,,,,,0.61,1862,3.5,1722,0.58,1391,0.2,1191,0.07,無,0,無,0
SW-80352C01,BK,7,Y,0.69,17.61,17.96,0.36,1.02,1,-0.02,0.01,-0.14,-0.15,,,,,0.39,1862,3.5,1722,0.58,1391,0.19,1191,0.071,無,0,無,0
SW-80352C01,BK,7,Y,0.69,17.61,17.07,-0.54,1.02,1.24,0.22,0.01,0.22,0.22,,,,,0.66,1862,3.5,1722,0.58,1391,0.18,1191,0.072,無,0,無,0
SW-80352C01,BK,7,Y,0.69,17.61,17.16,-0.45,1.02,1.18,0.16,0.01,0.26,0.25,,,,,0.59,1862,3.5,1722,0.58,1391,0.15,1191,0.072,無,0,無,0
SW-80352C01,BK,7,Y,0.69,17.61,17.22,-0.38,1.02,1.23,0.21,0.01,0.26,0.26,,,,,0.59,1862,3.5,1722,0.62,1391,0.15,1191,0.075,無,0,無,0
SW-80352C01,GY,2,Y,0.69,52.91,52.84,-0.06,-0.65,-0.53,0.12,8.56,8.49,-0.07,,,,,0.17,1565,0.198,1191,0.108,1391,0.0805,1722,0.058,無,0,無,0
SK-1085,WH,3,N,0.52,94.47,92.33,-2.14,-1.43,-1.68,-0.26,5.78,6.16,0.38,,,,,0.88,1111,0.009,1310,0.0031,1510,0.0027,無,0,無,0,無,0
SK-1085,GY,1,N,0.52,79.49,78,-1.49,0.52,0.89,0.37,-1.95,-2.08,-0.12,,,,,0.76,1310,0.037,1510,0.031,1111,0.023,無,0,無,0,無,0
SK-1085,OR,1,N,0.52,89.52,88.93,-0.6,3.36,3.72,0.36,10.87,10.41,-0.46,,,,,0.82,1111,0.02,1310,0.014,1510,0.0015,無,0,無,0,無,0
SK-1085,OR,1,N,0.52,89.52,88.53,-1,3.36,3.78,0.42,10.87,10.44,-0.43,,,,,0.92,1111,0.021,1310,0.014,1510,0.0015,無,0,無,0,無,0
SK-1085,OR,1,N,0.52,89.52,88.03,-1.49,3.36,3.82,0.46,10.87,11.01,0.14,,,,,0.83,1111,0.022,1310,0.014,1510,0.0015,無,0,無,0,無,0
SK-1085,KH,4,N,0.52,47.5,44.83,-2.67,9.56,9.81,0.25,26.53,26.48,-0.05,,,,,1.29,1724,0.93,1565,0.18,1142,0.037,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,69.25,68.54,-0.7,-0.43,-0.26,0.17,0.49,0.6,0.11,,0.65,,113.68,0.41,1310,0.102,1510,0.0864,1111,0.084,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,69.25,67.75,-1.5,-0.43,-0.17,0.26,0.49,0.55,0.06,,0.58,,107.32,0.71,1310,0.102,1510,0.088,1111,0.0865,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,69.25,66.19,-3.06,-0.43,-0.04,0.39,0.49,0.57,0.07,,0.57,,94.53,1.33,1310,0.117,1510,0.101,1111,0.0995,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,69.25,66.32,-2.93,-0.43,0.02,0.46,0.49,1.42,0.93,,1.42,,89.05,1.91,1310,0.113,1510,0.101,1111,0.0995,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,69.25,66.7,-2.55,-0.43,-0.27,0.16,0.49,1.32,0.83,,1.35,,101.69,1.59,1310,0.11,1510,0.101,1111,0.0995,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,69.25,68.41,-0.83,-0.43,0.24,0.68,0.49,0.43,-0.06,,0.49,,60.84,1.05,1310,0.106,1510,0.101,1111,0.099,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,69.25,66.74,-2.51,-0.43,0.29,0.72,0.49,0.55,0.05,,0.62,,62.41,1.45,1310,0.105,1510,0.103,1111,0.099,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,69.25,64.8,-4.45,-0.43,-1.88,-1.45,0.49,0.57,0.08,,1.96,,163.17,2.75,1310,0.102,1510,0.0864,1111,0.084,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,69.25,65.36,-3.89,-0.43,0.16,0.59,0.49,0.19,-0.3,,0.25,,50.33,1.81,1310,0.122,1510,0.103,1111,0.1,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,69.25,66.33,-2.92,-0.43,-0.72,-0.29,0.49,0.52,0.03,,0.89,,144.19,1.22,1310,0.113,1510,0.103,1111,0.102,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,71.78,71.58,-0.2,2.75,3.98,1.23,7.7,8.11,0.41,,,,,1.77,1111,0.1026,1310,0.101,1510,0.047,無,0,無,0,無,0
SK-1085,GY,2,N,0.52,71.78,70.07,-1.71,2.75,2.69,-0.05,7.7,8.15,0.45,,,,,0.82,1111,0.107,1310,0.096,1510,0.0495,無,0,無,0,無,0
SK-1085,GY,3,N,0.52,46.96,45.16,-2.6,1.65,1.63,0.04,6.7,7.49,0.2,,,,,1.24,1565,0.32,1391,0.266,1142,0.19,無,0,無,0,無,0
SCK-4023AM6,BK,7,N,1.25,17.96,18.43,0.47,0.95,1.02,0.08,-0.05,0,0.05,,1.02,,0.11,0.44,1862,2.3,1391,0.72,1191,0.405,1724,0.38,無,0,無,0
SCK-4023AM6,BK,7,N,1.25,17.96,18.38,0.42,0.95,1.01,0.06,-0.05,0.03,0.08,,1.01,,1.82,0.41,1862,2.3,1391,0.72,1191,0.405,1724,0.38,無,0,無,0
SK-1008C0,RE,2,N,0.83,55.1,55.37,0.27,17.86,17.69,-0.16,3.07,3.01,-0.05,,,,,0.16,1391,0.25,1565,0.083,1191,0.07,無,0,無,0,無,0
SK-1008C0,RE,3,N,0.83,55.1,55.37,0.27,17.86,17.69,-0.16,3.07,3.01,-0.05,,,,,0.16,1391,0.25,1565,0.083,1191,0.07,無,0,無,0,無,0
SK-1008C0,GR,4,N,0.83,41.06,40.43,-0.63,-23.22,-24.24,-1.03,3.31,2.81,-0.5,,,,,0.78,1585,0.725,1576,0.705,1191,0.385,無,0,無,0,無,0
SK-1008C0,GR,4,N,0.83,41.06,41.39,0.33,-23.22,-23.87,-0.65,3.31,2.95,-0.36,,,,,0.5,1576,0.7,1585,0.7,1191,0.385,無,0,無,0,無,0
SK-1008C0,GR,4,N,0.83,41.06,41.26,0.2,-23.22,-23.43,-0.21,3.31,2.79,-0.52,,,,,0.42,1576,0.7,1585,0.7,1191,0.385,1391,0.01,無,0,無,0
SK-1008C0,GR,4,N,0.83,41.06,40.41,-0.65,-23.22,-23.39,-0.18,3.31,3.41,0.1,,,,,0.36,1576,0.7,1585,0.7,1191,0.4,1391,0.012,無,0,無,0
SK-1008C0,GR,4,N,0.83,41.06,40.36,-0.7,-23.22,-23.45,-0.24,3.31,3.43,0.12,,,,,0.39,1576,0.7,1585,0.7,1191,0.4,1391,0.014,無,0,無,0
SK-1008C0,GR,4,N,0.83,41.06,40.47,-0.59,-23.22,-23.31,-0.1,3.31,3.38,0.07,,,,,0.31,1576,0.7,1585,0.7,1191,0.4,1391,0.012,無,0,無,0
SK-1008C0,GR,4,N,0.83,41.06,41.49,0.43,-23.22,-23.48,-0.27,3.31,3.35,0.04,,,,,0.27,1576,0.665,1585,0.665,1191,0.38,1391,0.0116,無,0,無,0
SW-80347C0,BK,7,Y,1.04,16.43,15.44,-0.99,-1.24,-0.68,0.56,-3.28,-2.26,1.02,,2.36,,253.29,1.67,1862,2.4,1578,1.35,1391,0.6,1191,0.5,無,0,無,0
SW-80347C0,BK,7,Y,1.04,16.43,15.63,-0.81,-1.24,-0.77,0.47,-3.28,-2.47,0.81,,2.59,,252.71,1.35,1862,2.4,1578,1.35,1391,0.57,1191,0.47,無,0,無,0
SW-80347C0,BK,7,Y,1.04,16.43,16.91,0.48,-1.24,-0.66,0.58,-3.28,-2.95,0.33,,3.02,,257.41,0.95,1862,3,1578,0.5,1391,0.3,1191,0.2,無,0,無,0
SW-80347C0,BK,7,Y,1.04,16.43,17.34,0.9,-1.24,-1.33,-0.09,-3.28,-2.22,1.06,,2.59,,239.02,1.55,1862,3,1588,0.5,1391,0.3,1191,0.2,無,0,無,0
SW-80347C0,BK,7,Y,1.04,16.43,16.71,0.28,-1.24,-1.02,0.22,-3.28,-2.36,0.92,,2.57,,246.55,1.14,1862,3.2,1588,0.5,1391,0.29,1191,0.17,無,0,無,0
SW-80347C0,BK,7,Y,1.04,16.43,16.51,0.08,-1.24,-0.82,0.42,-3.28,-2.5,0.78,,2.63,,251.83,1.05,1862,3.4,1588,0.5,1391,0.28,1191,0.14,無,0,無,0
SW-80347C0,BK,7,Y,1.04,16.43,16.98,0.55,-1.24,-0.62,0.62,-3.28,-2.79,0.49,,2.86,,257.46,1.1,1862,2.3,1578,1.3,1391,0.5,1191,0.4,無,0,無,0
SW-80347C0,BK,7,Y,1.04,16.43,17.04,0.61,-1.24,-0.61,0.63,-3.28,-2.99,0.3,,3.05,,258.45,1.04,1862,2.3,1578,1.3,1391,0.45,1191,0.35,無,0,無,0
SW-80347C0,BK,7,Y,1.04,16.43,16.63,0.19,-1.24,-1.01,0.23,-3.28,-3.4,-0.12,,3.55,,253.48,0.39,1862,2.6,1578,1.3,1191,0.22,1391,0.1,無,0,無,0
SW-80352C01,OL,4,Y,0.69,34.2,33.25,-0.95,-1.32,-0.92,0.4,8.48,9.09,0.6,,,,,0.95,1578,0.495,1191,0.435,1201,0.265,1391,0.235,無,0,無,0
SW-80352C01,OL,4,Y,0.69,34.2,35.01,0.81,-1.32,-1.37,-0.04,8.48,8.95,0.46,,,,,0.62,1578,0.495,1191,0.435,1201,0.26,1391,0.22,無,0,無,0
SW-80352C01,OL,4,Y,0.69,34.2,35.48,1.28,-1.32,-1.47,-0.15,8.48,9.07,0.59,,,,,0.91,1578,0.47,1191,0.408,1201,0.247,1391,0.21,無,0,無,0
SW-80352C01,OL,4,Y,0.69,34.2,34.26,0.06,-1.32,-1.36,-0.03,8.48,9,0.52,,,,,0.46,1578,0.495,1191,0.42,1201,0.258,1391,0.22,無,0,無,0
SW-80352C01,OL,4,Y,0.69,34.2,34.09,-0.11,-1.32,-1.33,-0.01,8.48,8.96,0.47,,,,,0.43,1578,0.495,1191,0.415,1201,0.256,1391,0.22,無,0,無,0
SW-80352C01,OL,4,Y,0.69,34.2,34.6,0.4,-1.32,-1.39,-0.07,8.48,8.69,0.2,,,,,0.3,1578,0.495,1191,0.41,1201,0.256,1391,0.21,無,0,無,0
SW-80352C01,BL,2,Y,0.69,52.85,52.72,-0.13,-6.73,-7.12,-0.39,-4.83,-4.77,0.06,,8.58,,213.82,0.41,1565,0.3,1391,0.069,1142,0.054,無,0,無,0,無,0
SW-80352C01,BL,2,Y,0.69,52.85,53.14,0.28,-6.73,-6.69,0.04,-4.83,-5.47,-0.64,,8.64,,219.23,0.69,1565,0.29,1391,0.068,1142,0.053,無,0,無,0,無,0
SW-80352C01,BL,2,Y,0.69,52.85,53.34,0.49,-6.73,-6.85,-0.12,-4.83,-4.81,0.02,,8.37,,215.06,0.25,1565,0.3,1391,0.069,1142,0.054,無,0,無,0,無,0
SCK-4023AM6,BL,2,N,1.25,52.26,52.07,-0.18,-6.71,-6.93,-0.22,-4.6,-4.57,0.04,,8.3,,213.37,0.25,1565,0.28,1391,0.066,1142,0.054,無,0,無,0,無,0
SCK-587,TQ,7,Y,1.04,41.98,42.15,0.18,-7.94,-7.08,0.86,-38.09,-40.2,-2.11,38.91,40.82,258.23,260.01,1.2,1589,2.2,1567,1,1585,1,1191,0.007,無,0,無,0
SCK-587,TQ,7,Y,1.04,41.98,41.86,-0.12,-7.94,-7.86,0.08,-38.09,-39.35,-1.26,38.91,40.13,258.23,258.7,0.58,1589,2.2,1567,1,1585,1,1191,0.01,無,0,無,0
SCK-587,TQ,7,Y,1.04,41.98,40.98,-1,-7.94,-6.92,1.02,-38.09,-39.85,-1.76,38.91,40.44,258.23,260.15,1.24,1589,2.2,1567,1.1,1585,1,1191,0.01,無,0,無,0
SCK-587,TQ,7,Y,1.04,41.98,42.05,0.07,-7.94,-7.96,-0.02,-38.09,-39.04,-0.95,38.91,39.84,258.23,258.48,0.43,1589,2.2,1567,1,1585,1,1191,0.011,無,0,無,0
SCK-587,TQ,7,Y,1.04,41.98,42.38,0.41,-7.94,-8.43,-0.49,-38.09,-38.7,-0.61,38.91,39.61,258.23,257.72,0.44,1589,2.2,1567,1,1585,1,1191,0.012,無,0,無,0
SCK-587,TQ,7,Y,1.04,41.98,42.16,0.18,-7.94,-8.29,-0.35,-38.09,-38.69,-0.6,38.91,39.57,258.23,257.91,0.34,1589,2.2,1567,1,1585,1,1191,0.012,無,0,無,0
SCK-3795SAM1,RE,1,N,1.04,78.42,78.25,-0.17,11.22,10.6,-0.62,3.84,3.86,0.02,,,,,0.53,1310,0.058,1111,0.0255,1510,0.0075,1580,0.0019,無,0,無,0
SCK-3521,BR,4,N,1.04,34.48,31.24,-3.24,4.84,4.73,-0.11,7.29,7.26,-0.03,,,,,1.85,1576,0.52,1191,0.28,1391,0.255,1722,0.215,無,0,無,0
SCK-3521,BL,4,N,1.04,21.8,21.55,-0.25,8.64,8.87,0.23,-27.33,-27.31,0.01,,,,,0.28,1588,0.73,1578,0.462,1640,0.35,1722,0.058,無,0,無,0
SCK-3521,BL,4,N,1.04,21.8,21.99,0.19,8.64,8.77,0.13,-27.33,-27.06,0.27,,,,,0.26,1588,0.84,1578,0.53,1640,0.39,1722,0.0667,無,0,無,0
SCK-3521,BL,4,N,1.04,21.8,19.98,-1.82,8.64,8.54,-0.1,-27.33,-26.04,1.29,,,,,1.57,1588,0.84,1578,0.55,1640,0.42,1722,0.064,無,0,無,0
SCK-3521,BL,4,N,1.04,21.8,19.72,-2.08,8.64,9.04,0.4,-27.33,-26.93,0.39,,,,,1.67,1588,0.84,1578,0.55,1640,0.44,1722,0.06,無,0,無,0
SCK-3521,BL,4,N,1.04,21.8,18.78,-3.02,8.64,8.46,-0.18,-27.33,-26.57,0.75,,,,,2.37,1588,0.88,1578,0.55,1640,0.4,1722,0.055,無,0,無,0
SCK-3521,BL,4,N,1.04,21.8,18.76,-3.03,8.64,8.5,-0.15,-27.33,-26.57,0.75,,,,,2.38,1588,0.9,1578,0.6,1640,0.38,1722,0.05,無,0,無,0
SCK-3521,BL,4,N,1.04,21.8,18.8,-3,8.64,8.09,-0.56,-27.33,-26.15,1.17,,,,,2.42,1588,0.9,1578,0.65,1640,0.38,1722,0.05,無,0,無,0
SCK-3521,BL,4,N,1.04,21.8,20.07,-1.73,8.64,8.51,-0.13,-27.33,-27.33,0,,,,,1.34,1588,0.9,1578,0.6,1640,0.38,1722,0.045,無,0,無,0
SCK-3521,BL,4,N,1.04,21.8,19.27,-2.53,8.64,8.5,-0.15,-27.33,-26.97,0.36,,,,,1.97,1588,0.9,1578,0.65,1640,0.4,1722,0.045,無,0,無,0
SCK-3344,GY,1,N,1.04,80.97,81.32,0.35,1.21,1.5,0.28,2.87,2.52,-0.35,,2.93,,59.26,0.62,1310,0.0225,1111,0.019,1510,0.0135,無,0,無,0,無,0
SCK-3344,GY,1,N,1.04,80.97,81.41,0.45,1.21,1.78,0.57,2.87,3.33,0.46,,3.78,,61.84,0.92,1310,0.0225,1111,0.02,1510,0.0135,無,0,無,0,無,0
