成品布號,色系名稱,色系編號,OP否,DPF,標準樣L,L,CIE_DL,標準樣a,a,CIE_Da,標準樣b,b,CIE_Db,標準樣C,C,標準樣h,h,CMC_DE,配方料號1,配方濃度1,配方料號2,配方濃度2,配方料號3,配方濃度3,配方料號4,配方濃度4,配方料號5,配方濃度5,配方料號6,配方濃度6
SW-8105,WH,1,Y,0.69,96.04,96.38,0.34,-1.47,-2.72,-1.26,5.08,7.46,2.38,,7.94,,110.07,2.84,1111,0.001,無,0,無,0,無,0,無,0,無,0
SW-8105,WH,1,Y,0.69,96.04,95.6,-0.44,-1.47,-1.72,-0.25,5.08,5.28,0.2,,5.55,,108.03,0.39,1310,0.0009,1510,0.0004,1111,0.0002,無,0,無,0,無,0
SW-8105,WH,1,Y,0.69,96.04,95.83,-0.21,-1.47,-2.61,-1.14,5.08,9.11,4.03,,9.47,,105.99,4.39,1310,0.001,1111,0.0008,無,0,無,0,無,0,無,0
SW-8105,WH,1,Y,0.69,96.04,95.6,-0.44,-1.47,-2.92,-1.46,5.08,10.41,5.34,,10.82,,105.68,5.8,1310,0.001,1111,0.0005,無,0,無,0,無,0,無,0
SW-8105,WH,1,Y,0.69,96.04,95.92,-0.12,-1.47,-1.44,0.03,5.08,6.49,1.41,,6.64,,102.48,1.5,1310,0.001,1111,0.0005,無,0,無,0,無,0,無,0
SW-8105,WH,1,Y,0.69,96.04,95.6,-0.44,-1.47,-1.26,0.2,5.08,6.77,1.7,,6.89,,100.57,1.85,1310,0.001,1111,0.0001,無,0,無,0,無,0,無,0
SW-8105,WH,1,Y,0.69,96.04,95.65,-0.39,-1.47,-1.36,0.11,5.08,6.19,1.12,,6.34,,102.41,1.21,1310,0.001,1510,0.0001,無,0,無,0,無,0,無,0
SW-8105,WH,1,Y,0.69,96.04,95.71,-0.33,-1.47,-1.38,0.09,5.08,4.72,-0.36,,4.92,,106.27,0.4,1310,0.001,1510,0.0005,無,0,無,0,無,0,無,0
SW-8105,WH,1,Y,0.69,96.04,95.58,-0.46,-1.47,0.16,1.63,5.08,1.6,-3.48,,1.61,,84.14,4.11,1310,0.001,1510,0.0005,無,0,無,0,無,0,無,0
SW-8105,WH,1,Y,0.69,96.04,95.74,-0.3,-1.47,-1.51,-0.04,5.08,4.74,-0.34,,4.97,,107.66,0.38,1310,0.0009,1510,0.0004,無,0,無,0,無,0,無,0
SW-8105,WH,1,Y,0.69,96.04,95.66,-0.38,-1.47,-1.71,-0.24,5.08,5.35,0.27,,5.62,,107.75,0.42,1310,0.0009,1510,0.0004,1111,0.0002,無,0,無,0,無,0
SW-80822C0,KH,1,Y,1.04,49.31,49.17,-0.14,-1.99,-1.94,0.05,11.47,11.46,-0.01,,,,,0.09,1565,0.2,1191,0.17,1430,0.1,1201,0.06,無,0,無,0
SW-80661C0,GY,2,Y,1.04,30.51,30.72,0.22,0.32,0.31,-0.02,-2.28,-2.23,0.04,,2.25,,277.78,0.15,1593,0.84,1391,0.4,1191,0.268,1722,0.081,無,0,無,0
SW-80661C0,GY,2,Y,1.04,30.51,30.92,0.41,0.32,0.35,0.03,-2.28,-2.38,-0.1,,2.4,,278.39,0.28,1593,0.84,1391,0.4,1191,0.268,1722,0.081,無,0,無,0
SW-80186ST,NB,6,Y,1.04,32.58,33.34,0.77,-1.17,-1.08,0.1,-6.56,-6.22,0.33,,,,,0.56,1593,0.76,1391,0.24,1724,0.2,1191,0.12,無,0,無,0
SW-80186ST,NB,6,Y,1.04,32.58,32.89,0.31,-1.17,-1.27,-0.09,-6.56,-6.65,-0.1,,,,,0.23,1593,0.78,1391,0.24,1724,0.2,1191,0.12,無,0,無,0
SW-80236C0,NB,5,Y,1.04,24.91,25.1,0.18,-7.75,-7.75,0,-15.86,-16.04,-0.18,,17.82,,244.23,0.18,1588,1.7,1578,1.3,1191,0.13,無,0,無,0,無,0
SW-80236C0,NB,6,Y,1.04,24.91,25.1,0.18,-7.75,-7.75,0,-15.86,-16.04,-0.18,,17.82,,244.23,0.18,1588,1.7,1578,1.3,1191,0.13,無,0,無,0,無,0
SCK-2034,WH,1,N,1.04,96.53,96.97,0.44,2.16,2.33,0.16,-7.98,-8.98,-0.99,,9.27,,284.53,0.92,1042,0.03,1053,0.03,無,0,無,0,無,0,無,0
SCK-2034,WH,1,N,1.04,96.53,96.9,0.37,2.16,2.19,0.03,-7.98,-8.26,-0.27,,8.54,,284.87,0.28,1042,0.025,1053,0.025,無,0,無,0,無,0,無,0
SCK-2034,WH,1,N,1.04,96.53,96.83,0.29,2.16,2.16,-0.01,-7.98,-7.89,0.09,,8.18,,285.28,0.13,1042,0.04,1053,0.015,無,0,無,0,無,0,無,0
SCK-2034,WH,1,N,1.04,96.53,96.81,0.27,2.16,2.18,0.02,-7.98,-7.95,0.03,,8.25,,285.36,0.1,1042,0.025,1053,0.022,無,0,無,0,無,0,無,0
SCK-2034,WH,1,N,1.04,96.53,96.8,0.27,2.16,2.19,0.02,-7.98,-7.94,0.05,,8.23,,285.4,0.11,1042,0.025,1053,0.021,無,0,無,0,無,0,無,0
SCK-3841,TQ,2,Y,1.39,38.66,39.8,1.15,-8.81,-9.58,-0.77,-36.59,-35.25,1.33,,36.53,,254.79,1.08,1585,1.2,1690,0.45,1565,0.43,1142,0.012,無,0,無,0
SCK-3841,TQ,2,Y,1.39,38.66,39.65,0.99,-8.81,-8.66,0.15,-36.59,-35.94,0.65,,36.97,,256.46,0.6,1585,1.2,1690,0.45,1565,0.43,1142,0.012,無,0,無,0
SCK-3841,TQ,2,Y,1.39,38.66,40.44,1.79,-8.81,-8.51,0.3,-36.59,-36.7,-0.12,,37.68,,256.94,0.97,1585,1.2,1690,0.5,1565,0.43,1142,0.01,無,0,無,0
SCK-3841,TQ,2,Y,1.39,38.66,39.22,0.56,-8.81,-8.67,0.14,-36.59,-35.99,0.6,,37.02,,256.45,0.41,1585,1.2,1690,0.45,1565,0.43,1142,0.012,無,0,無,0
SCK-3841,TQ,2,Y,1.39,38.66,38.5,-0.15,-8.81,-8.68,0.13,-36.59,-35.83,0.76,,36.87,,256.38,0.35,1585,1.35,1690,0.55,1565,0.47,1142,0.013,無,0,無,0
SCK-3841,TQ,2,Y,1.39,38.66,40.57,1.91,-8.81,-9.26,-0.45,-36.59,-35.47,1.12,,36.66,,255.37,1.21,1585,1.1,1690,0.4,1565,0.37,1142,0.0105,無,0,無,0
SCK-3841,TQ,2,Y,1.39,38.66,39.48,0.83,-8.81,-8.55,0.26,-36.59,-35.86,0.72,,36.87,,256.59,0.56,1585,1.1,1690,0.4,1565,0.37,1142,0.0105,無,0,無,0
SCK-3841,TQ,2,Y,1.39,38.66,38.64,-0.01,-8.81,-8.93,-0.11,-36.59,-36.44,0.15,,37.52,,256.24,0.11,1585,1.5,1690,0.55,1565,0.47,1142,0.013,無,0,無,0
SCK-3841,TQ,2,Y,1.39,38.66,38.5,-0.16,-8.81,-8.94,-0.13,-36.59,-36.5,0.09,,37.58,,256.24,0.13,1585,1.5,1690,0.55,1565,0.47,1142,0.013,無,0,無,0
SCK-3841,OR,2,Y,1.39,55.43,54.84,-0.59,34.5,34.07,-0.43,39.07,39.75,0.69,,,,,0.78,1191,0.235,1201,0.09,1430,0.088,1350,0.024,無,0,無,0
SCK-3841,OR,2,Y,1.39,55.43,55.75,0.32,34.5,34.87,0.37,39.07,39.39,0.33,,,,,0.24,1191,0.235,1201,0.09,1430,0.088,1350,0.024,無,0,無,0
SCK-3841,OL,3,Y,1.39,34.91,35.16,0.24,1.62,1.57,-0.05,15.23,15.19,-0.04,,,,,0.15,1576,0.36,1191,0.3,1201,0.19,1391,0.16,無,0,無,0
SCK-3841,BL,1,Y,1.39,57.51,57.78,0.27,-3.3,-3.19,0.11,-26.6,-26.2,0.39,,26.4,,263.05,0.25,1510,0.12,無,0,無,0,無,0,無,0,無,0
SCK-3841,BL,1,Y,1.39,57.51,57.49,-0.02,-3.3,-3.18,0.12,-26.6,-26.42,0.18,,26.61,,263.14,0.13,1510,0.12,無,0,無,0,無,0,無,0,無,0
SW-80425C0,GY,2,Y,1.04,58.17,59.27,1.1,-0.05,-0.05,0.01,8.19,8.46,0.27,,,,,0.53,1724,0.17,1576,0.1,1191,0.011,無,0,無,0,無,0
S1RDA-22165,GY,3,N,2.08,29.81,31.1,1.29,-0.65,-0.65,0,-1.89,-1.67,0.23,,,,,0.86,1593,0.635,1391,0.332,1191,0.238,1722,0.059,無,0,無,0
S1RDA-22165,GY,3,N,2.08,29.81,30.19,0.38,-0.65,-0.6,0.05,-1.89,-1.53,0.36,,,,,0.53,1593,0.67,1391,0.35,1191,0.25,1722,0.062,無,0,無,0
S1RDA-22165,GY,3,N,2.08,29.81,29.77,-0.04,-0.65,-0.76,-0.11,-1.89,-1.67,0.22,,,,,0.33,1593,0.67,1391,0.35,1191,0.25,1722,0.0635,無,0,無,0
S1RDA-22165,GY,3,N,2.08,29.81,30.12,0.31,-0.65,-0.66,-0.01,-1.89,-1.46,0.44,,,,,0.61,1593,0.67,1391,0.35,1191,0.25,1722,0.065,無,0,無,0
S1RDA-22165,GY,3,N,2.08,29.81,29.7,-0.11,-0.65,-0.75,-0.1,-1.89,-1.67,0.22,,,,,0.34,1593,0.67,1391,0.35,1191,0.24,1722,0.0635,無,0,無,0
S1RDA-22165,GY,3,N,2.08,29.81,30.06,0.25,-0.65,-0.66,-0.01,-1.89,-2.06,-0.17,,,,,0.27,1593,0.67,1391,0.35,1191,0.25,1722,0.062,無,0,無,0
S1RDA-22165,BL,3,N,2.08,24.88,25.68,0.81,3.35,3.04,-0.32,-38.13,-38.47,-0.33,,,,,0.64,1567,1,1568,0.54,1374,0.082,1191,0.055,無,0,無,0
S1RDA-22165,BL,3,N,2.08,24.88,25.18,0.3,3.35,3.53,0.18,-38.13,-38.08,0.06,,,,,0.26,1567,1.04,1374,0.86,1568,0.54,1191,0.06,無,0,無,0
SCK-3154S,BR,2,Y,1.04,50.41,50.85,0.44,10.73,10.79,0.06,36.18,36.7,0.52,,,,,0.32,1142,0.315,1201,0.25,1391,0.1,1565,0.05,無,0,無,0
SCK-3154S,BR,2,Y,1.04,50.41,50.82,0.41,10.73,11.18,0.44,36.18,36.9,0.72,,,,,0.45,1142,0.315,1201,0.25,1391,0.1,1565,0.05,無,0,無,0
SCK-3154S,BR,2,Y,1.04,50.41,51.02,0.6,10.73,11.1,0.37,36.18,37.09,0.91,,,,,0.52,1142,0.32,1201,0.25,1391,0.103,1565,0.05,無,0,無,0
SCK-3154S,BR,2,Y,1.04,50.41,50.65,0.24,10.73,11.07,0.34,36.18,36.43,0.25,,,,,0.29,1142,0.315,1201,0.24,1391,0.1,1565,0.05,無,0,無,0
SCK-3154S,GR,1,Y,1.04,57.88,58.28,0.4,53.28,53.3,0.02,48.86,49.2,0.34,,,,,0.26,1201,0.6,1091,0.25,1142,0.085,1580,0.001,無,0,無,0
SCK-3154S,GY,2,Y,1.04,64.47,64.16,-0.31,-7.86,-7.88,-0.02,-1.16,-1.5,-0.34,,,,,0.41,1111,0.029,1510,0.022,1310,0.014,無,0,無,0,無,0
SW-80425C0,BL,2,Y,1.04,47.7,48.05,0.35,-6.61,-6.68,-0.07,-5.03,-5.27,-0.24,,,,,0.3,1576,0.34,1191,0.052,1722,0.038,無,0,無,0,無,0
SCK-4284,WH,0,N,1.04,92.46,94.11,1.65,1.32,1.58,0.27,-8.6,-7.98,0.62,,8.14,,281.22,0.92,1053,0.23,1042,0.16,無,0,無,0,無,0,無,0
SCK-4284,WH,0,N,1.04,92.46,93.77,1.32,1.32,1.67,0.35,-8.6,-8.31,0.29,,8.48,,281.36,0.74,1053,0.253,1042,0.176,無,0,無,0,無,0,無,0
SCK-4284,WH,0,N,1.04,92.46,93.79,1.33,1.32,1.74,0.42,-8.6,-8.93,-0.32,,9.09,,281.05,0.77,1053,0.28,1042,0.194,無,0,無,0,無,0,無,0
SCK-4284,WH,0,N,1.04,92.46,93.73,1.27,1.32,1.76,0.44,-8.6,-9.06,-0.45,,9.23,,281,0.81,1053,0.27,1042,0.194,無,0,無,0,無,0,無,0
SW-80822C0P3,KH,1,Y,1.04,80.16,80.87,0.71,2.47,2.5,0.03,14.17,14.17,0.01,,,,,0.26,1111,0.03,1310,0.015,1510,0.0061,無,0,無,0,無,0
SW-80822C0P3,GY,2,Y,1.04,68.17,68.66,0.49,0.25,0.52,0.27,4.69,4.63,-0.06,,,,,0.41,1565,0.024,1391,0.0195,1191,0.019,無,0,無,0,無,0
SCK-3451AM,GR,1,N,2.08,59.75,60.6,0.85,-3.95,-4.28,-0.33,10.2,8.31,-1.89,,,,,1.79,1111,0.005,1310,0.005,1510,0.0025,無,0,無,0,無,0
SCK-3451AM,GR,1,N,2.08,59.75,60.56,0.81,-3.95,-3.99,-0.05,10.2,8.01,-2.19,,,,,1.93,1111,0.0065,1310,0.0065,1510,0.003,無,0,無,0,無,0
SCK-3451AM,GR,1,N,2.08,59.75,59.91,0.16,-3.95,-4.02,-0.07,10.2,8.44,-1.76,,,,,1.53,1111,0.008,1310,0.008,1510,0.003,無,0,無,0,無,0
SCK-3451AM,GR,1,N,2.08,59.75,59.88,0.13,-3.95,-3.72,0.22,10.2,9.2,-0.99,,,,,0.83,1111,0.008,1310,0.008,1510,0.003,無,0,無,0,無,0
SCK-3451AM,GR,1,N,2.08,59.75,59.67,-0.07,-3.95,-3.36,0.58,10.2,9.48,-0.72,,,,,0.78,1111,0.008,1310,0.008,1510,0.003,無,0,無,0,無,0
SCK-3451AM,GR,1,N,2.08,59.75,59.67,-0.08,-3.95,-3.78,0.16,10.2,10.46,0.26,,,,,0.31,1111,0.01,1310,0.008,1510,0.003,無,0,無,0,無,0
SCK-3451AM,OR,1,N,2.08,70.54,68.63,-1.91,21.81,22.42,0.62,21.38,22.87,1.49,,,,,1.26,1724,0.07,1391,0.016,1580,0.007,無,0,無,0,無,0
SCK-3451AM,OR,1,N,2.08,70.54,70.96,0.42,21.81,21.03,-0.78,21.38,21.35,-0.02,,,,,0.69,1724,0.066,1391,0.016,1580,0.007,無,0,無,0,無,0
SCK-3451AM,OR,1,N,2.08,70.54,70.79,0.25,21.81,21.18,-0.63,21.38,21.27,-0.11,,,,,0.5,1724,0.062,1391,0.016,1580,0.007,無,0,無,0,無,0
SCK-3451AM,OR,1,N,2.08,70.54,70.59,0.04,21.81,21.49,-0.31,21.38,21.66,0.28,,,,,0.48,1724,0.07,1391,0.016,1580,0.007,無,0,無,0,無,0
SCK-3451AM,OR,1,N,2.08,70.54,70.12,-0.42,21.81,21.82,0.02,21.38,21.67,0.3,,,,,0.3,1724,0.07,1391,0.017,1580,0.007,無,0,無,0,無,0
SCK-3173S,RW,5,N,1.04,34.31,34.16,-0.15,36.22,36.52,0.3,21.11,21.21,0.1,,,,,0.17,1351,1.8,1201,0.56,1430,0.38,1191,0.24,1565,0.09,無,0
SW-80425C0,BL,2,Y,1.04,25.6,25.29,-0.31,-3.36,-2.82,0.55,-6.76,-5.43,1.32,,6.12,,242.57,1.35,1578,1.05,1191,0.315,1430,0.312,1722,0.088,無,0,無,0
SW-80425C0,BL,2,Y,1.04,25.6,25.08,-0.52,-3.36,-2.55,0.82,-6.76,-6.16,0.6,,6.66,,247.51,1.09,1578,1.05,1191,0.315,1430,0.312,1722,0.088,無,0,無,0
SW-80425C0,BL,2,Y,1.04,25.6,27.21,1.61,-3.36,-2.87,0.5,-6.76,-7.32,-0.56,,7.86,,248.6,1.43,1578,1.05,1191,0.29,1430,0.28,1722,0.088,無,0,無,0
SW-80425C0,BL,2,Y,1.04,25.6,25.58,-0.01,-3.36,-3.06,0.3,-6.76,-7.09,-0.34,,7.73,,246.64,0.54,1578,1.05,1191,0.275,1430,0.26,1722,0.088,無,0,無,0
SW-80425C0,BL,2,Y,1.04,25.6,25.6,0.01,-3.36,-3.18,0.18,-6.76,-6.81,-0.06,,7.52,,244.97,0.24,1578,1.05,1191,0.275,1430,0.25,1722,0.088,無,0,無,0
SW-80425C0,BL,2,Y,1.04,25.6,26.2,0.61,-3.36,-3.1,0.26,-6.76,-7.4,-0.64,,8.03,,247.25,0.87,1578,1.05,1191,0.275,1430,0.25,1722,0.086,無,0,無,0
SW-80425C0,BL,2,Y,1.04,25.6,25.83,0.23,-3.36,-3.27,0.09,-6.76,-6.92,-0.17,,7.66,,244.68,0.27,1578,1.05,1191,0.282,1430,0.25,1722,0.088,無,0,無,0
SW-80425C0,BL,2,Y,1.04,25.6,25.86,0.26,-3.36,-3.33,0.03,-6.76,-6.76,-0.01,,7.54,,243.78,0.18,1578,1.05,1191,0.29,1430,0.25,1722,0.088,無,0,無,0
SW-80425C0,BL,2,Y,1.04,25.04,25.74,0.7,-3.11,-3.37,-0.26,-6.55,-6.66,-0.11,,7.47,,243.2,0.58,1578,1.05,1191,0.29,1430,0.25,1722,0.088,無,0,無,0
SW-80743C0,BK,7,Y,1.04,25.8,23.41,-2.39,0.42,1.08,0.66,-1.21,-1.31,-0.1,,,,,1.9,1578,0.76,1391,0.56,1191,0.39,1722,0.085,無,0,無,0
SW-80900C0,OL,5,Y,1.04,28.49,28.35,-0.14,-10.48,-10.6,-0.12,12.67,12.61,-0.06,,,,,0.15,1576,1.3,1142,0.8,1722,0.21,無,0,無,0,無,0
SW-80900C0,KH,4,Y,1.04,42.52,42.25,-0.28,1.79,1.87,0.08,23.21,23.6,0.39,,,,,0.26,1191,0.36,1576,0.325,1722,0.315,1391,0.0095,無,0,無,0
SCK-4160,GR,3,N,1.04,35.98,36.18,0.21,-0.87,-0.58,0.29,8.98,9.63,0.65,,,,,0.71,1724,0.82,1576,0.61,1191,0.09,無,0,無,0,無,0
SCK-4160,GR,3,N,1.04,35.98,35.85,-0.12,-0.87,-0.72,0.15,8.98,9.22,0.24,,,,,0.31,1724,0.81,1576,0.62,1191,0.09,無,0,無,0,無,0
SCK-4160,GR,3,N,1.04,35.98,36.37,0.39,-0.87,-0.89,-0.02,8.98,9,0.03,,,,,0.22,1724,0.81,1576,0.63,1191,0.09,無,0,無,0,無,0
SCK-3654,BL,3,N,0.9,32.24,32.5,0.26,-1.09,-0.64,0.45,-38.68,-39.85,-1.17,,39.85,,269.08,0.63,1585,2.4,1568,1.6,1640,0.24,1142,0.044,無,0,無,0
SCK-3654,BL,3,N,0.9,32.24,32.61,0.37,-1.09,-1.07,0.02,-38.68,-39.48,-0.8,,39.49,,268.44,0.42,1585,2.5,1568,1.6,1640,0.22,1142,0.044,無,0,無,0
SCK-3654,BL,3,N,0.9,32.24,31.38,-0.86,-1.09,-0.51,0.58,-38.68,-39.1,-0.42,,39.1,,269.25,0.69,1585,2.7,1568,1.76,1640,0.242,1142,0.049,無,0,無,0
SCK-3654,BL,3,N,0.9,32.24,31.9,-0.33,-1.09,-0.73,0.36,-38.68,-38.89,-0.21,,38.89,,268.93,0.34,1585,2.5,1568,1.6,1640,0.24,1142,0.048,無,0,無,0
SCK-3654,BL,3,N,0.9,32.24,32.13,-0.11,-1.09,-1.82,-0.73,-38.68,-38.49,0.19,,38.53,,267.29,0.54,1585,2.5,1568,1.6,1640,0.232,1142,0.048,無,0,無,0
SCK-3654,BL,3,N,0.9,32.24,32.29,0.06,-1.09,-1.84,-0.75,-38.68,-38.7,-0.03,,38.75,,267.27,0.54,1585,2.5,1568,1.6,1640,0.225,1142,0.046,無,0,無,0
SCK-3654,BL,3,N,0.9,32.24,32.39,0.16,-1.09,-1.13,-0.04,-38.68,-38.9,-0.23,,38.92,,268.34,0.14,1585,2.45,1568,1.54,1640,0.24,1142,0.047,無,0,無,0
SCK-3654,BL,3,N,0.9,32.24,32.59,0.35,-1.09,-1.17,-0.08,-38.68,-39.24,-0.56,,39.25,,268.28,0.32,1585,2.45,1568,1.6,1640,0.235,1142,0.046,無,0,無,0
SCK-3654,BL,3,N,0.9,32.24,32.43,0.2,-1.09,-1.24,-0.14,-38.68,-38.81,-0.14,,38.83,,268.17,0.17,1585,2.45,1568,1.54,1640,0.24,1142,0.047,無,0,無,0
SW-8860C0,BK,7,N,1.04,17.1,16.56,-0.54,0.02,0.01,-0.01,-2.23,-2.28,-0.05,,2.28,,270.19,0.51,1862,3.5,1863,1,1578,0.3,1391,0.25,1191,0.1,無,0
SW-8860C0,BK,7,N,1.04,17.1,16.41,-0.69,0.02,-0.16,-0.18,-2.23,-2.22,0,,2.23,,266.01,0.68,1862,3.5,1863,0.8,1578,0.3,1391,0.25,1191,0.1,無,0
SW-8860C0,BK,7,N,1.04,17.1,17.07,-0.02,0.02,0,-0.02,-2.23,-2.27,-0.05,,2.27,,270.07,0.07,1862,3.5,1863,1,1391,0.2,1191,0.02,無,0,無,0
SW-8860C0,BK,7,N,1.04,17.1,17.02,-0.08,0.02,0.04,0.02,-2.23,-2.18,0.04,,2.18,,271.01,0.1,1862,3.5,1863,1,1391,0.2,1191,0.02,無,0,無,0
FS-8915C0,BR,3,N,0.83,39.48,39.09,-0.39,35.91,35.75,-0.17,27.36,25.69,-1.67,,44.02,,35.7,1.17,1142,1,1430,0.86,1722,0.5,1580,0.008,無,0,無,0
FS-8915C0,BR,3,N,0.83,39.48,39.97,0.49,35.91,36.17,0.26,27.36,27.6,0.24,,45.5,,37.34,0.29,1142,1.05,1430,0.84,1722,0.6,1580,0.007,無,0,無,0
FS-8915C0,BR,3,N,0.83,39.48,39.97,0.49,35.91,36.18,0.27,27.36,27.67,0.31,,45.55,,37.4,0.31,1142,1.05,1430,0.84,1722,0.6,1580,0.007,無,0,無,0
FS-8919C0,GY,2,N,0.83,28.44,31.29,2.68,-0.57,-1.18,-0.61,-2.89,-2.55,0.52,,2.81,,245.16,2.01,1578,1,1430,0.51,1142,0.405,1201,0.15,無,0,無,0
FS-8919C0,GY,2,N,0.83,28.44,28.67,0.07,-0.57,-0.85,-0.28,-2.89,-3.07,0,,3.19,,254.49,0.36,1578,1.25,1430,0.65,1142,0.49,1201,0.187,無,0,無,0
FS-8919C0,GY,2,N,0.83,28.44,28.83,0.23,-0.57,-0.81,-0.23,-2.89,-3.16,-0.09,,3.26,,255.64,0.35,1578,1.25,1430,0.65,1142,0.49,1201,0.187,無,0,無,0
SCK-3725,GY,2,Y,1.04,63,63.13,0.12,-0.64,-1.05,-0.41,8.14,8.46,0.32,8.16,8.53,94.47,97.05,0.6,1580,0.133,1191,0.055,1430,0.0515,1722,0.034,無,0,無,0
SCK-3725,GY,2,Y,1.04,63,63.06,0.06,-0.64,-1.05,-0.42,8.14,8.56,0.42,8.16,8.62,94.47,97.02,0.65,1580,0.133,1191,0.055,1430,0.052,1722,0.034,無,0,無,0
SCK-3725,GY,2,Y,1.04,63,63.47,0.47,-0.64,-0.95,-0.31,8.14,8.5,0.36,8.16,8.55,94.47,96.35,0.54,1580,0.133,1191,0.055,1430,0.053,1722,0.034,無,0,無,0
SCK-4284,RE,3,N,1.04,40.56,41.37,0.81,56.78,58.04,1.26,28.87,30.65,1.78,,65.64,,27.84,1.02,1360,2.3,1384,1.3,1353,0.55,1191,0.38,無,0,無,0
SCK-4284,RE,3,N,1.04,40.56,41.09,0.53,56.78,57.87,1.09,28.87,29.73,0.86,,65.06,,27.19,0.58,1360,2.3,1384,1.5,1353,0.55,1191,0.36,無,0,無,0
SCK-4284,RE,3,N,1.04,40.56,40.71,0.15,56.78,57.74,0.96,28.87,28.99,0.12,,64.61,,26.66,0.39,1360,2.3,1384,1.65,1353,0.5,1191,0.34,無,0,無,0
SCK-4284,RE,3,N,1.04,40.56,40.29,-0.27,56.78,57.12,0.34,28.87,28.87,-0.01,,64,,26.81,0.2,1360,2.3,1384,1.65,1353,0.5,1191,0.36,無,0,無,0
SCK-4284,RE,3,N,1.04,40.56,40.29,-0.26,56.78,57.09,0.31,28.87,28.98,0.11,,64.03,,26.91,0.18,1360,2.3,1384,1.65,1353,0.47,1191,0.37,無,0,無,0
SCK-4284,RE,3,N,1.04,40.56,40.29,-0.27,56.78,57.09,0.31,28.87,28.96,0.08,,64.01,,26.89,0.18,1360,2.3,1384,1.65,1353,0.47,1191,0.37,無,0,無,0
SCK-4186,GY,3,N,1.04,40.41,40.27,-0.13,-3.03,-3.07,-0.05,-7.65,-7.64,0.01,,,,,0.09,1724,0.3,1578,0.29,1565,0.255,1391,0.048,無,0,無,0
SW-8374C0,GR,3,N,1.04,81.14,82.52,1.3,-27.82,-28.1,0.02,69.5,70.89,1.29,,76.26,,111.62,0.66,1142,0.36,1191,0.08,1580,0.05,無,0,無,0,無,0
SW-8374C0,GR,3,N,1.04,81.14,81.6,0.37,-27.82,-29.05,-0.93,69.5,70.6,1,,76.34,,112.37,0.5,1142,0.4,1191,0.068,1580,0.0565,無,0,無,0,無,0
SW-8374C0,GR,3,N,1.04,81.14,81.43,0.21,-27.82,-29.22,-1.1,69.5,70.7,1.1,,76.5,,112.46,0.56,1142,0.4,1191,0.068,1580,0.058,無,0,無,0,無,0
SW-8374C0,GR,3,N,1.04,81.14,81.85,0.63,-27.82,-29.06,-0.94,69.5,70.01,0.41,,75.8,,112.54,0.47,1142,0.4,1191,0.065,1580,0.056,無,0,無,0,無,0
SW-8374C0,GR,3,N,1.04,81.14,81.94,0.72,-27.82,-28.86,-0.74,69.5,69.89,0.29,,75.62,,112.44,0.42,1142,0.4,1191,0.062,1580,0.056,無,0,無,0,無,0
SW-8374C0,GR,3,N,1.04,81.14,81.82,0.59,-27.82,-28.26,-0.14,69.5,69.76,0.16,,75.26,,112.05,0.23,1142,0.4,1191,0.062,1580,0.056,無,0,無,0,無,0
SK-1133C0,BR,2,N,0.83,70.65,69.47,-1.19,-0.29,-0.39,-0.1,6.92,6.74,-0.18,,,,,0.51,1580,0.084,1724,0.078,1391,0.0185,無,0,無,0,無,0
SCK-3804,GY,2,Y,1.04,72.85,74.59,1.74,-2.53,-1.99,0.54,1.36,0.39,-0.97,,2.02,,168.94,1.54,1310,0.042,1510,0.042,1111,0.039,無,0,無,0,無,0
SCK-3804,GY,2,Y,1.04,72.85,73.73,0.89,-2.53,-2.08,0.45,1.36,0.62,-0.74,,2.17,,163.39,1.13,1310,0.046,1510,0.046,1111,0.044,無,0,無,0,無,0
SCK-3804,GY,2,Y,1.04,72.85,72.82,-0.02,-2.53,-2.54,-0.02,1.36,0.91,-0.45,,2.7,,160.28,0.58,1111,0.05,1510,0.05,1310,0.049,無,0,無,0,無,0
SCK-3804,GY,2,Y,1.04,72.85,72.12,-0.72,-2.53,-2.75,-0.23,1.36,1.12,-0.24,,2.97,,157.9,0.51,1111,0.055,1510,0.055,1310,0.053,無,0,無,0,無,0
SCK-3804,GY,2,Y,1.04,72.85,72.69,-0.16,-2.53,-2.15,0.37,1.36,1.66,0.3,,2.72,,142.29,0.62,1111,0.055,1310,0.053,1510,0.05,無,0,無,0,無,0
SCK-3804,GY,2,Y,1.04,72.85,72.95,0.1,-2.53,-2.12,0.4,1.36,1.17,-0.19,,2.43,,151.11,0.55,1111,0.052,1310,0.052,1510,0.05,無,0,無,0,無,0
SCK-3804,GY,2,Y,1.04,72.85,72.89,0.05,-2.53,-2.29,0.23,1.36,1.61,0.24,,2.8,,145.02,0.43,1111,0.054,1310,0.0515,1510,0.05,無,0,無,0,無,0
SCK-3804,GY,2,Y,1.04,72.85,72.96,0.12,-2.53,-2.53,0,1.36,1.64,0.28,,3.02,,146.96,0.36,1111,0.055,1310,0.051,1510,0.051,無,0,無,0,無,0
SCK-3804,GY,2,Y,1.04,72.85,72.87,0.03,-2.53,-2.5,0.02,1.36,1.63,0.27,,2.98,,146.97,0.34,1310,0.042,1510,0.042,1111,0.039,無,0,無,0,無,0
